max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,time_to_metrics,one_norm,number_of_terms,log_fci_dim,n_elec,n_orbs,df_spectral_gap,df_entropy,df_mean,df_median,df_std_deviation,df_variance,df_min_value,df_max_value,df_skewness,df_kurtosis,df_l2_norm,df_decay_rate,basis,system,ccsdt
109094,12930,88312.51851851853,27450.576711705213,11.25832502192168,1.0433859422712685e-08,0.007147816,0.1320398850528719,53,1,22.471061100823192,11.113758691106812,11.47340703010559,1636.1143094511613,212224,15.878987548857342,14,54,25.488225752616525,3.126838567663803,0.1519139479508501,0.00075632,1.379105986601982,1.9019333222814268,1.0647696591649269e-08,29.80700569784703,20.02526510841978,424.9433853791056,31.024274124171225,0.036486172,vdz,Cr_0.0,TRUE
3719,1169,2932.894736842105,683.9108817549444,3.230316614805953,3.799440650378527e-08,0.028500937,0.1724940114447395,19,1,9.232107356,3.892011018372903,0.1394009590148925,186.7320894635215,6037,6.574707545429493,7,19,7.3017915045092785,2.3933926918417128,0.1797134915727886,0.00098307,0.9816885352321624,0.9637123802062686,1.0540705639189728e-08,11.151227411392249,9.627133068,101.13283833570414,12.304203205711932,0.1238332044281037,2z,c_h,TRUE
463916,49900,340013.4615384616,112602.90734675027,47.16778754575353,1.0000794779728452e-08,0.001289308,0.061782466,52,1,22.154655426046727,10.178514331162454,15.081740617752075,1102.6564395370074,798059,23.605565997974765,26,52,8.034611482386405,3.282572350383517,0.1724439203921468,8.356418006408567e-05,1.1840028718782252,1.401862800615885,1.0129704480134929e-08,21.067564408379056,13.69667361137092,215.1342452229452,27.10001198025377,0.038008185,2z,h3_c_s_h,TRUE
117099,17793,91283.12121212122,29464.98862878448,41.21231529631812,1.0002823208912817e-08,0.002271397,0.09863169,33,1,14.948925358172588,6.099141844207082,2.526505232,532.0212402,201510,15.172433967835904,18,33,10.750424983710111,2.837632129623485,0.1911953148776987,0.000104018,1.2195454241772143,1.487291041631582,1.0209473486634696e-08,18.41552066,12.342594113543988,171.9459877416855,21.166268610183817,0.067502406,2z,p_h3,TRUE
109064,12924,88297.48148148147,27446.77771328084,10.431710603591108,1.0020082987635876e-08,0.006652181,0.1244809006480188,53,1,22.47274132657149,11.114977845699524,14.53811264038086,1537.4887205977984,212172,14.748251841895977,12,54,22.393749029528152,3.132020047672473,0.1399201330525458,0.001154003,1.2407750541946787,1.5395227351118077,1.073708969387392e-08,26.37483748709673,19.637385451346308,409.4710688561871,27.49843056778779,0.036728113,vdz,Ti_0.0,TRUE
52331,8539,42527.84848484849,11599.343200113222,5.709858741588939,1.0012152021253156e-08,0.005538365,0.078504924,33,1,15.404412491081718,6.629298380401512,1.4610316753387451,516.7591073488654,91106,13.773155608391606,15,33,8.611132704590325,2.8985470562672053,0.182849233,0.000269159,1.1530896635343295,1.329615772149714,1.001934959729169e-08,17.250301087979583,11.94072953661348,161.32180527771803,20.58903664486943,0.06253069,2z,h_c_o,FALSE
8107,1361,6058.478260869565,1748.7166193368214,55.505675605896734,1.0559723923723472e-08,0.022815115,0.5105613694712445,22,1,10.87273720349563,4.716109090623154,0.3403894901275635,420.6721595,12817,11.82464608701384,18,23,13.691492877989322,2.450468316932138,0.2853137330560819,0.001816813,1.6936625242434218,2.8684927460265994,1.0292413214983468e-08,20.952460907415883,10.663655536134511,123.29296692175488,22.91465923091298,0.1093386859288154,2z,h_cl,TRUE
108070,14458,79807.94736842105,24262.278222037305,5.4498944288218985,1.0002503098674932e-08,0.003778971,0.065368247,38,1,17.240763375269324,7.496263176868831,2.791133642196656,689.2208134,175904,15.37867974287644,16,38,8.696195278075546,3.0353524294306946,0.1690728380379532,0.00013992,1.1046944104797478,1.2203497405451975,1.0255878020841913e-08,17.88647938537818,12.73810681261388,185.76169374326432,21.670249128249186,0.051814465,2z,h2_c_o,TRUE
3164,894,2515.181818181818,657.9736549273932,6.0128965715673806,8.371578077452386e-05,0.075730496,0.354919796,21,1,9.380233937955586,4.548026575636364,2.7080869674682617,491.4198558,5900,6.227826310353474,6,22,17.686288226645676,2.198888750315202,0.2531178903627832,0.001556059,1.6643517699775523,2.770066814227412,1.584976741679314e-08,20.538941671135888,11.38927247476188,135.04728648006872,21.294639628410213,0.1111826954097477,vdz,O_0.0,TRUE
884544,69916,677403.9474,212658.3480968015,16.30446918,1.0038170610967494e-08,0.004492215,0.089904536,75,1,33.38553602764084,15.239296189633292,74.51750493049622,7118.374076354743,1542067,27.67557953154689,25,76,35.44965371248051,3.286786746039535,0.1980857144939924,0.000103473,2.079204371587499,4.3230908188285655,1.0129588322128716e-08,55.01920023749938,23.17737615091173,589.2553115487557,60.13626651,0.023111811,vdz,Cu_0.0,TRUE
478,184,390.7142857142857,90.93359317296849,2.700530384,0.000330496,0.1000007453725498,0.3074306405813348,13,1,6.071032186459489,2.862644311280061,0.02447176,94.88512711280814,902,4.959475469800412,6,14,7.204821072699721,2.094906626975342,0.2245226405658546,0.00631814,1.0876642935199272,1.1830136153982025,1.8474189929337545e-08,10.00103512426858,8.058157326961714,68.31842765774401,10.65246501521069,0.1892324007946333,2z,c,TRUE
56038,9632,45093.57894736842,13570.74966053941,4.476744000181305,1.0102531620965769e-08,0.00641333,0.083181614,38,1,16.830424405527783,7.429732168277686,2.0784194469451904,690.0630928461151,101814,14.202136329191784,14,38,8.851342200620753,3.0235906592222985,0.1545931159980852,0.000164303,1.0048669209644172,1.009757528848508,1.0877282652046113e-08,16.34837699597194,12.834961970255252,189.7678589,19.47695966143175,0.051552787,2z,c2_h2,TRUE
314889,30495,228488.36170212767,74541.37866967282,54.60135035651876,1.0000898670617073e-08,0.001695591,0.082902824,47,1,19.89107556,8.884708309362013,9.071647644042969,1020.1587195241516,539889,22.296445260684788,26,47,8.801595765174795,3.1666116127309336,0.1883275960538662,0.000141344,1.2870831240622078,1.656582968245733,1.0097146592437885e-08,21.995931211260608,13.35122450784503,202.50766327701623,27.746763135813307,0.042836375,2z,c_h3_cl,TRUE
42746,6138,33882.444444444445,10596.262885366825,36.25323747050744,1.0020357737000429e-08,0.005201792,0.1916820865499373,35,1,16.017964543663822,7.027214170313856,1.6938755512237549,567.7609075930601,76151,19.10945203065926,28,36,8.102703525138242,2.8627816214111537,0.2341619710923417,0.001348475,1.4038501669938654,1.970795291368704,1.4300486670803529e-08,17.42573653078992,10.131283033890837,110.10040267393605,24.069261649276296,0.066802678,2z,si2,FALSE
21150,5534,16937.5,4510.195902988398,4.262347137850847,1.0186500577859992e-08,0.00953311,0.1001832972424259,24,1,11.55946084285958,4.754686105738331,0.449718714,356.8881003480573,35167,8.654799614,9,24,9.744137597293005,2.608554432179268,0.1748190264162751,0.000210107,1.0561136465399017,1.1153760344078083,1.0058564491787858e-08,14.235118916897422,11.333696745804572,142.89255527454264,15.805518794278075,0.088133341,2z,n_h2,TRUE
29620,4934,23757.0625,7213.9323011859315,35.94624349774877,1.0057456845068264e-08,0.007565321,0.1742154317379072,31,1,14.543656259565353,6.243056100364025,1.0491535663604736,487.4964641119618,52273,16.221344234866493,22,32,7.390839870485125,2.8142129393373314,0.2298195643873801,0.00105322,1.3810195433724848,1.9072149791767463,1.0884663322327294e-08,17.824374662374737,10.378717369539409,117.05411835456825,23.089580054382346,0.072284564,2z,si_o,FALSE
478,184,390.7142857142857,90.93359317296849,9.868259453527507,0.000371742,0.1509015212567317,0.5117011674226966,13,1,6.071032186459489,2.862644311280061,0.024446726,145.91464221409305,902,6.301898150622619,9,14,11.719740426916625,2.105133423,0.3556543534862872,0.010654543,1.726946798176923,2.982345243733527,2.3789272301108347e-08,15.943675280259908,8.135260567157264,69.45177291941194,16.911914267333234,0.1785605490391975,2z,f,TRUE
109118,12924,88315.88888888889,27456.68181893385,12.349261327826737,1.3440083312007104e-08,0.008162364,0.1424714758961645,53,1,22.474460294346343,11.115443165714362,11.557364225387571,1845.3191265370715,212200,16.878987548857342,15,54,28.689355860768632,3.1295253612237093,0.1751269811235064,0.000711778,1.5771569546257789,2.4874240595244603,1.0451809572221992e-08,33.97210988522927,19.909930170988897,420.8205799,35.41201169776807,0.037159644,vdz,Fe_1.0,TRUE
884794,69932,677689.7105263158,212751.8013061733,14.90493979763415,1.0429637946386128e-08,0.004259457,0.086073468,75,1,33.38563387074191,15.239856349441917,74.75326490402222,6786.913818276877,1542713,25.33762137,22,76,33.69562245587987,3.286853687082117,0.1751960865880662,0.000109605,1.858320051653228,3.4533534143764566,1.007752330646924e-08,49.781866002116885,23.65865871751793,612.5156439,53.90450136428571,0.022944896,vdz,Fe_0.0,TRUE
1480,448,1204.7777777777778,308.9279951264364,42.40244619146856,1.181573069686327e-05,0.06754224,0.8343151532512006,17,1,7.894430287586458,3.778417855898823,0.066674948,281.83617599810816,2748,8.955486514254309,15,18,11.700305878824144,2.199493235216278,0.3131814690139987,0.004598617,1.6833013766432094,2.833503524608924,1.2675013294228961e-08,17.437421363930746,9.069817074411612,87.17316572,18.75607471879772,0.1494487680351721,2z,p,TRUE
109040,12910,88278.51851851853,27442.58257522067,9.947953554690836,1.0273816574821889e-08,0.006328924,0.1194675773452303,53,1,22.47172790911448,11.11418104639423,11.43730902671814,1468.8819117829955,212136,13.912108644534644,11,54,20.86920189743936,3.1242545069917926,0.1330510284762412,0.001008267,1.1707247040533797,1.3705963326808732,1.2075354670905382e-08,24.651738595384693,19.44576500809132,401.5395685109328,25.70661939301048,0.036091958,vdz,Sc_0.0,TRUE
46962,7014,37513.05555555556,11627.896097900955,55.53944738041428,1.0022707311256197e-08,0.004836942,0.21427552,35,1,16.18802742616034,7.038962714049088,1.6952855587005615,589.5520239396914,83425,19.15872040923209,28,36,10.908561146963542,2.782654646295873,0.2224569735138488,0.000724918,1.4405217529148078,2.0751029206207505,1.0518178232332704e-08,21.04508971889777,11.721496423246176,154.15035180239465,25.035056572280386,0.064670804,2z,na_cl,TRUE
33112,4400,26080.222222222223,8176.361168063534,55.87454574138278,1.007826015389244e-08,0.00871769,0.3337406119351779,35,1,15.467677100494232,6.939626183940775,1.453430176,816.3474856443979,60701,19.868744025492543,34,36,11.350396555877197,2.897800178974467,0.3241231465098583,0.002071474,1.8818632755450777,3.541409387845249,1.1858266875527336e-08,22.80687777208953,9.940574814,105.8182907094595,31.666669078636808,0.070136906,2z,cl2,TRUE
478,184,390.7142857142857,90.93359317296849,6.935273098136942,0.000376758,0.1342227186059656,0.4278421121396106,13,1,6.071032186459489,2.862644311280061,0.024224043,124.65454663705503,902,5.862565456792356,8,14,10.18282611423544,2.1025534347020445,0.3114403359103226,0.009189647,1.511541948645836,2.2847590625160508,1.3967120695490224e-08,13.939013816560012,8.113695263807697,69.13112022306245,14.802749115350656,0.1844359402667105,2z,o,TRUE
