,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,one_norm,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,number_of_terms,log_fci_dim,n_elec,n_orbs,df_rank,df_gap,problem_instance_uuid,problem_instance_short_name,task_uuid,instance_data_object_uuid,instance_data_object_file_name,instance_data_object_url,date_of_calculation,version_of_features_calculation_script,ham_features_calc_time,SHCI_opt-(2dde),DF_QPE-(2610),SHCI_pt_1e-4-(4ed5),SHCI_var_1e-4-(7e73),SHCI_pt_2e-4-(ad96),SHCI_pt_2e-5-(c71b),SHCI_pt_5e-5-(d626),SHCI_var_2e-4-(0db1),SHCI_var_2e-5-(86bf),SHCI_var_5e-5-(0194),DF_QPE-(5dad),CISD-(418f),HF-(5f5e),MP2-(b420),CCSD-(0a29),CCSD(T)-(c092),DF_QPE-(5d76),DF_QPE-(f6b3),DF_QPE-(4b07),DMRG_Niagara_cluster_lowest_energy-(1653)
37,7305,2251,6053.947368,1598.783402,84.95645685,3.254814028,5.08e-07,0.007024678,0.082092752,19,1,9.510914503,3.620564659,12095,4.465992221,4,19,163,3.477113872,00ec23d5-3e17-46d3-a8b6-9ceff1826377,validation.LiH.cc-PVDZ,2b2eefc4-9c8c-4a02-b621-059774f620c4,7298a64d-1574-42d7-b092-3e9f686ec162,validation.LiH.cc-PVDZ.7298a64d-1574-42d7-b092-3e9f686ec162.fcidump,sftp://sftp.l3harris.com/gsee/validation_instances/validation.LiH.cc-PVDZ.7298a64d-1574-42d7-b092-3e9f686ec162.fcidump.gz,58:43.5,1,35.456416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
38,186374,22422,150917.1852,44652.05991,1099.752209,11.09490405,1e-08,0.003144656,0.087545947,54,1,23.30294149,11.02057106,349722,12.91210864,11,54,501,18.10437453,9823b0dd-87b6-4793-9741-e8cbcf2b50c0,Ti_1,2cd76a23-0514-458a-b588-94e2d10564d3,760e312c-9982-486d-b50e-d9acb003aedc,fcidump.Ti1_vdz.760e312c-9982-486d-b50e-d9acb003aedc,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti1_vdz.760e312c-9982-486d-b50e-d9acb003aedc.gz,20:20.4,1,958.628271,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
39,25,9,20.0,5.196152423,49.2352,1.0772,0.5,0.61544,0.23088,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,3340fb5c-ad9b-4766-824f-a3387504291e,3dfa2668-82f0-4b1e-9f63-20ddd8ad33e6,FCIDUMP_L_16_Nf_5_U_2.1544_ms_2.3dfa2668-82f0-4b1e-9f63-20ddd8ad33e6,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_2.1544_ms_2.3dfa2668-82f0-4b1e-9f63-20ddd8ad33e6.gz,18:07.9,1,0.033815,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
40,3490922,247860,2824596.386,886809.3304,5588.102313,23.48672014,1e-08,0.000837138,0.057666496,88,1,37.23673001,17.45430203,6675251,17.39567734,13,88,948,33.27204427,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,V_0,338f4b6e-775c-413b-a508-9132659ebbc3,d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd,fcidump.V0_vtz.d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vtz.d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd.gz,17:08.7,1,9374.002271,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41,1161321,151049,947959.6909,288609.7961,687.7841557,1.631166252,1e-08,0.000317047,0.006131343,55,1,24.03389366,10.88536275,2169345,28.86192626,73,55,748,3.655501734,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,349e9cbe-d675-411f-b6b8-be846c27902c,2e1dab84-5b1a-4521-8d36-78117ab88bbd,fcidump.22_pc-_noncan_0.2_new.2e1dab84-5b1a-4521-8d36-78117ab88bbd,sftp://sftp.l3harris.com/gsee/fcidump.22_pc-_noncan_0.2_new.2e1dab84-5b1a-4521-8d36-78117ab88bbd.gz,59:45.3,1,2357.683716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,7479142,616494,6044609.818,1917612.296,7189.615179,24.80337158,1e-08,0.000504001,0.041314545,88,1,37.28866667,17.43185448,14265077,18.40107237,14,88,958,35.3635534,b8fe08a4-82fe-4636-9812-b1e0666f95b5,Cr_0,35b59fd4-e046-4d69-ba52-4b94a7777ac3,dd44b59c-f6b3-4f9a-acfe-34eaf6de3411,fcidump.Cr0_vtz.dd44b59c-f6b3-4f9a-acfe-34eaf6de3411,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr0_vtz.dd44b59c-f6b3-4f9a-acfe-34eaf6de3411.gz,56:14.0,1,15997.00362,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
43,106854,24442,88748.26667,24918.49257,254.4046607,2.016765214,1.09e-08,0.001338218,0.021197881,30,1,14.00499719,5.893816736,190108,13.53474592,45,30,417,4.48227997,664ec8e4-09d5-41cc-6266-ddb26219366f,mo_n2,35c1aee4-4ef3-4e18-bc2a-377cf45e8fa1,77c12db8-c32e-4f88-8552-9762a0fff763,fcidump.12_mo_n2_noncan_0.2_new.77c12db8-c32e-4f88-8552-9762a0fff763,sftp://sftp.l3harris.com/gsee/fcidump.12_mo_n2_noncan_0.2_new.77c12db8-c32e-4f88-8552-9762a0fff763.gz,15:34.6,1,221.504695,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
44,578032,54466,461578.8235,148225.7825,2358.203503,49.43736485,1.01e-08,0.002169828,0.07919948,68,1,28.88010482,13.38189274,1086817,31.30548868,34,68,642,6.931511682,0e393c20-3915-42b9-a8aa-29bf53548269,cl2_0,35e4c771-0f4f-4413-b42f-132f1e606cb0,781d0704-7a95-4183-9c50-cbdbd976884a,fcidump.cl2_cc-pVTZ.781d0704-7a95-4183-9c50-cbdbd976884a,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.cl2_cc-pVTZ.781d0704-7a95-4183-9c50-cbdbd976884a.gz,03:48.8,1,2600.019544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,1305622,126394,1054927.368,325405.926,3229.798277,18.34318738,1e-08,0.001311804,0.057247673,76,1,32.56340106,15.18284913,2462105,26.98334291,25,76,901,25.264428,886ad5bf-d487-48c8-b08c-c9f82b84ed5d,CuO_0,37e1f17b-384d-423d-860b-c75b9dcff951,da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab.gz,08:26.2,1,4226.713179,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,219928,42934,181677.8889,52435.10406,431.0558903,2.247107111,1.02e-08,0.001082652,0.017594912,36,1,16.42706732,7.092844,398149,17.5574675,50,36,522,5.374857859,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,3b49563d-948a-4ecb-84a0-d3c0c2c0d217,2f0b6ced-7831-4fe0-b95e-ce4d456c9c6b,fcidump.41_1_ts_noncan_0.2_new.2f0b6ced-7831-4fe0-b95e-ce4d456c9c6b,sftp://sftp.l3harris.com/gsee/fcidump.41_1_ts_noncan_0.2_new.2f0b6ced-7831-4fe0-b95e-ce4d456c9c6b.gz,12:18.4,1,456.909656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,6381849,370003,5145633.975,1648100.618,10004.46171,30.33940004,1e-08,0.000810583,0.054321868,119,1,49.61231262,23.66620918,12342309,25.97106385,18,119,1371,21.54366265,208f2e50-2b56-4e72-815a-cba5cec1264c,h2_s_0,3d5186f9-82b3-4de0-9bc1-242d7bdb678a,57afbbf8-5819-4ee7-b540-95974b8a1a3f,fcidump.h2_s_cc-pVQZ.57afbbf8-5819-4ee7-b540-95974b8a1a3f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVQZ.57afbbf8-5819-4ee7-b540-95974b8a1a3f.gz,58:44.5,1,20252.76765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,25,9,20.0,5.196152423,80.0,3.0,0.5,1.0,1.0,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,3e55e04b-968e-4e69-83e6-30006e2217af,e5134e89-565d-4f6b-bb4a-67e0ee2eb76a,FCIDUMP_L_16_Nf_5_U_6.0_ms_2.e5134e89-565d-4f6b-bb4a-67e0ee2eb76a,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_6.0_ms_2.e5134e89-565d-4f6b-bb4a-67e0ee2eb76a.gz,17:51.9,1,0.030431,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
49,13,7,9.4,2.939387691,16.86235744,2.693990666,0.102549506,0.733145975,0.863574031,3,1,2.043478261,0.690195994,24,1.397940009,2,5,15,4.300165206,036fc218-6a9c-4d49-88a4-930f5ebb5ae6,validation.He.cc-PVDZ,3e803f97-2478-4630-a7a3-12fbc69f7666,00243a50-3f5c-44da-99c8-021ac2214cba,validation.He.cc-PVDZ.00243a50-3f5c-44da-99c8-021ac2214cba.fcidump,sftp://sftp.l3harris.com/gsee/validation_instances/validation.He.cc-PVDZ.00243a50-3f5c-44da-99c8-021ac2214cba.fcidump.gz,58:05.5,1,0.054304,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True
50,2878543,308523,2340308.797,724760.7895,1181.589956,2.319025041,1e-08,0.00021692,0.005655248,69,1,29.64518173,13.67831084,5447136,36.13266232,93,69,1139,4.456051371,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,3eccbccf-e84a-44b9-b775-cef772cd84f0,21b0efe8-adc7-44c2-ac49-671cc4b4a1ee,fcidump.23_pc-_noncan_0.2_new.21b0efe8-adc7-44c2-ac49-671cc4b4a1ee,sftp://sftp.l3harris.com/gsee/fcidump.23_pc-_noncan_0.2_new.21b0efe8-adc7-44c2-ac49-671cc4b4a1ee.gz,35:52.6,1,6357.312366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,121665,27057,100947.4516,28494.27012,328.1939835,1.714059407,1.02e-08,0.001511217,0.016330578,31,1,14.40964305,6.093651271,217173,14.60898429,44,31,441,4.970866998,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,3fa3940d-8a68-44ae-9223-7346404651e6,bed1771c-394c-44e6-93e3-ca41732326d2,fcidump.26_pc_noncan_0.2_new.bed1771c-394c-44e6-93e3-ca41732326d2,sftp://sftp.l3harris.com/gsee/fcidump.26_pc_noncan_0.2_new.bed1771c-394c-44e6-93e3-ca41732326d2.gz,12:38.5,1,247.556157,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
52,369608,37778,296447.8,94744.06216,2813.509392,15.77494581,1e-08,0.004066635,0.117573285,60,1,25.70906494,11.68892594,691853,20.33953354,18,60,610,10.76944316,e3e78b41-577d-4536-a63f-7e968eeb6493,f2_0,3fb371ad-c738-40ae-b9ae-80e5bce8f2ac,3c3967d4-17c1-4947-9465-b9223b01e694,fcidump.f2_cc-pVTZ.3c3967d4-17c1-4947-9465-b9223b01e694,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.f2_cc-pVTZ.3c3967d4-17c1-4947-9465-b9223b01e694.gz,30:47.9,1,1320.475286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,1970,644,1613.285714,430.7552219,49.5477826,1.866941121,4.61e-07,0.015595777,0.107829463,14,1,7.109222537,2.695027409,3178,3.918082785,4,14,92,3.569682515,19cada59-64cc-466c-8809-782a4f574dcc,be_0,3fb92ecd-bcbc-43dd-9f29-aa56ea646b75,cc2b3628-dc13-4a95-8765-37211a995068,fcidump.be_cc-pVDZ.cc2b3628-dc13-4a95-8765-37211a995068,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.be_cc-pVDZ.cc2b3628-dc13-4a95-8765-37211a995068.gz,30:44.6,1,4.254661,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True
54,6824,1800,5561.545455,1530.947055,229.7050655,6.18810579,5.39e-08,0.019969144,0.199354945,22,1,10.63670347,4.193991718,11504,5.551132701,6,22,164,10.05268601,162f41da-af43-427c-a8bc-ae9fa97ace95,O_0,402d5237-16a3-4eb8-8bd4-5dcf2cb14c36,c3e26bde-f8e2-4e34-a833-9176dc6c5d58,fcidump.O0_vdz.c3e26bde-f8e2-4e34-a833-9176dc6c5d58,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O0_vdz.c3e26bde-f8e2-4e34-a833-9176dc6c5d58.gz,03:41.6,1,24.475662,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
55,345250,36744,276866.6667,88203.82278,959.4086482,6.586679445,1.04e-08,0.001492105,0.044531454,60,1,25.83554954,11.78867189,642991,9.06856001,6,60,651,5.29301906,3301a356-21a9-472b-8021-f02f4d2c9eec,li2_0,410cd417-988a-4f7f-99ad-93dda7eacdcb,26d2547c-96a4-400d-9528-9987ae6699b2,fcidump.li2_cc-pVTZ.26d2547c-96a4-400d-9528-9987ae6699b2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li2_cc-pVTZ.26d2547c-96a4-400d-9528-9987ae6699b2.gz,23:51.5,1,768.84252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,1093748,148002,893776.7407,270871.4906,1004.20787,11.66725447,1e-08,0.000491969,0.019574679,54,1,23.64485257,10.68889042,2041204,26.64835592,76,54,922,5.903687769,a8895776-3583-4884-fbc7-d6f9df21a7ac,fe_red,41907f9f-923d-49e3-80a9-519962110ae7,22ab7092-61bb-401f-ac43-912ec10ea48b,fcidump.54_ts56_0.2_old.22ab7092-61bb-401f-ac43-912ec10ea48b,sftp://sftp.l3harris.com/gsee/fcidump.54_ts56_0.2_old.22ab7092-61bb-401f-ac43-912ec10ea48b.gz,22:32.7,1,2280.297204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,80,48,61.33333333,13.59738537,7.852871466,1.298465364,1.18e-07,0.072044692,0.182771188,6,1,3.376146789,1.269175784,110,2.352182518,8,6,20,2.702981826,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,ru_macho,4357d5bb-ed2b-466a-947b-e868afb81d3d,1dc29784-ab7f-45a1-9821-31fea4363d74,fcidump.2_co2_0.2_old.1dc29784-ab7f-45a1-9821-31fea4363d74,sftp://sftp.l3harris.com/gsee/fcidump.2_co2_0.2_old.1dc29784-ab7f-45a1-9821-31fea4363d74.gz,04:41.2,1,0.144848,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True
58,153172,25358,125516.2941,36863.64208,628.0995394,4.477706157,1.08e-08,0.002294386,0.043843113,34,1,15.58895363,6.595769801,273756,10.88888908,10,34,377,7.463780961,e0f6ed02-6502-454b-bf2c-e7994e0510f4,c_h4_0,443371ce-c80d-450d-b281-ac1c4d5ecc4d,a7321b5d-4730-4ace-9ff8-734ec07f3fef,fcidump.c_h4_cc-pVDZ.a7321b5d-4730-4ace-9ff8-734ec07f3fef,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_h4_cc-pVDZ.a7321b5d-4730-4ace-9ff8-734ec07f3fef.gz,56:08.7,1,308.811967,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
59,7,5,6.714285714,0.699854212,84.0,5.0,0.5,2.0,2.121320344,14,1,2.238095238,2.670914983,43,5.561535461,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,45a291fe-66ef-45d9-bb8d-cb8d1be8dcf3,f016a95c-56d4-4cf3-bdc3-149c15db4f4c,FCIDUMP_L_14_Nf_4_U_10.0_ms_2.f016a95c-56d4-4cf3-bdc3-149c15db4f4c,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_10.0_ms_2.f016a95c-56d4-4cf3-bdc3-149c15db4f4c.gz,17:19.7,1,0.020382,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
60,121629,27051,100905.1935,28481.65153,2706.162063,71.36157167,1.02e-08,0.012465853,0.656324078,31,1,14.40931704,6.094401044,217087,11.73408719,50,31,76,11.40913011,a37c86c0-1937-4f05-83ab-08a5fd104b7e,planted_solution_0003,472bbfb1-c081-4df6-b966-32ce1194ab8c,efddd28a-383d-4929-9335-22e54ba2ffbe,fcidump.planted_solution_0003.efddd28a-383d-4929-9335-22e54ba2ffbe,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0003.efddd28a-383d-4929-9335-22e54ba2ffbe.gz,11:54.4,1,241.452869,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True
61,530059,84539,435064.9556,129236.2042,691.3348152,11.70427833,1e-08,0.000707737,0.028338669,45,1,20.04240575,8.891069685,976826,20.01298308,68,45,702,4.443704389,a8895776-3583-4884-fbc7-d6f9df21a7ac,fe_red,4970c526-817f-4c04-8d7e-797526d5948d,79e71b3e-6364-4972-b4b3-07841fa8ba97,fcidump.50_6acme_0.2_old.79e71b3e-6364-4972-b4b3-07841fa8ba97,sftp://sftp.l3harris.com/gsee/fcidump.50_6acme_0.2_old.79e71b3e-6364-4972-b4b3-07841fa8ba97.gz,21:39.6,1,1122.492903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,121655,27057,100942.9355,28491.99421,275.9435277,1.826110496,1.19e-08,0.001270669,0.01684245,31,1,14.4095292,6.093739932,217165,14.60898429,44,31,435,4.605635091,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,4c240146-6b8b-4fa5-88e4-41cbd39c8ac3,b96f67e6-fafe-4ccd-ac6f-67afb52f3835,fcidump.24_ts_1over2_noncan_0.2_new.b96f67e6-fafe-4ccd-ac6f-67afb52f3835,sftp://sftp.l3harris.com/gsee/fcidump.24_ts_1over2_noncan_0.2_new.b96f67e6-fafe-4ccd-ac6f-67afb52f3835.gz,08:30.2,1,246.883733,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True
63,25,9,20.0,5.196152423,93.94112,3.87132,0.5,1.174264,1.348528,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,4c61ca43-aea8-4ec1-a1ec-63a65f92cf54,0d4a0e25-e49b-4d5f-9d73-d849ab83cc35,FCIDUMP_L_16_Nf_5_U_7.74264_ms_2.0d4a0e25-e49b-4d5f-9d73-d849ab83cc35,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_7.74264_ms_2.0d4a0e25-e49b-4d5f-9d73-d849ab83cc35.gz,18:23.8,1,0.029705,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
64,13,7,9.4,2.939387691,13.11056987,2.13383617,0.069489001,0.570024777,0.691198561,3,1,2.043478261,0.690195994,24,0.0,1,5,15,2.986675531,3aa01b76-53e2-49e8-bc05-72875168a00a,validation.H.cc-PVDZ,4e1617a3-7a5f-4c86-99b6-4cfc8b547197,0b245a9c-7561-423d-bd50-8958b3625a94,validation.H.cc-PVDZ.0b245a9c-7561-423d-bd50-8958b3625a94.fcidump,sftp://sftp.l3harris.com/gsee/validation_instances/validation.H.cc-PVDZ.0b245a9c-7561-423d-bd50-8958b3625a94.fcidump.gz,58:04.7,1,0.0523,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True
65,371402,48504,303228.0,91492.56463,2483.74966,15.67692737,1.11e-08,0.003570222,0.105428223,58,1,25.28044158,11.52479983,695686,13.32213216,10,58,703,18.21579268,9b8083ab-ea59-47db-894c-95a0d2ba3cb6,h2_o_0,4e395cc5-b5d2-4b82-95a2-1276262386c8,dd869557-00f9-421f-ab39-faa9d8e05df2,fcidump.h2_o_cc-pVTZ.dd869557-00f9-421f-ab39-faa9d8e05df2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_o_cc-pVTZ.dd869557-00f9-421f-ab39-faa9d8e05df2.gz,39:00.1,1,906.448563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,48176,8530,39068.61111,11555.87294,229.9882966,21.71686395,1.01e-08,0.002657964,0.10703423,36,1,16.25450721,6.977610771,86529,17.5574675,22,36,328,1.384139839,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,na2_0,4fb7e994-8e7a-4acd-86d4-bb52db824cfc,4ceb8edc-937e-4cb6-9e42-51b6760b2557,fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557.gz,34:23.1,1,181.132646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,25,9,20.0,5.196152423,112.0,5.0,0.5,1.4,1.8,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,53298955-9478-407f-ad45-e9a7b67f860d,0ef97510-fe25-4fb2-90e4-1305ff735c71,FCIDUMP_L_16_Nf_5_U_10.0_ms_2.0ef97510-fe25-4fb2-90e4-1305ff735c71,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_10.0_ms_2.0ef97510-fe25-4fb2-90e4-1305ff735c71.gz,18:29.1,1,0.031742,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
68,25,9,20.0,5.196152423,93.94112,3.87132,0.5,1.174264,1.348528,13,1,4.0,3.376388603,81,6.520142776,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,536630f4-628c-48cb-951c-6bde776695d0,662b1435-59af-4aa6-b1d5-491dc7d0c8de,FCIDUMP_L_16_Nf_4_U_7.74264_ms_0.662b1435-59af-4aa6-b1d5-491dc7d0c8de,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_7.74264_ms_0.662b1435-59af-4aa6-b1d5-491dc7d0c8de.gz,18:10.6,1,0.029907,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
69,45832,8210,37142.53333,11385.35282,360.415476,5.080786201,4.71e-08,0.00443856,0.086121363,30,1,13.72244184,5.65074918,81202,5.276978514,4,30,249,8.176823835,19cada59-64cc-466c-8809-782a4f574dcc,be_0,543e2ed4-a12d-495b-a246-1e4d905ad4a3,fdc83bd0-c9bd-47da-abee-99b743b36494,fcidump.be_cc-pVTZ.fdc83bd0-c9bd-47da-abee-99b743b36494,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.be_cc-pVTZ.fdc83bd0-c9bd-47da-abee-99b743b36494.gz,32:20.8,1,95.466766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,911,521,798.1111111,152.7062863,13.76305045,1.003784193,1.16e-08,0.010112454,0.057742419,9,1,5.277736958,1.763582835,1362,4.20074109,11,9,45,3.372472192,7213642b-5f16-48be-d5e5-2bc42ebb8526,ru_mono,5509795a-90ce-45d6-b03d-db956a5da5b2,cb60079d-5a30-4e3a-89d5-dbe95822df5e,fcidump.32_2ru_III_3pl_noncan_0.2_new.cb60079d-5a30-4e3a-89d5-dbe95822df5e,sftp://sftp.l3harris.com/gsee/fcidump.32_2ru_III_3pl_noncan_0.2_new.cb60079d-5a30-4e3a-89d5-dbe95822df5e.gz,15:36.8,1,1.629866,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True
71,25,9,20.0,5.196152423,60.7848,1.79905,0.5,0.75981,0.51962,13,1,4.0,3.376388603,81,6.900354018,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,551ad48b-a6d7-4b56-b9b3-ddfe03e85b9a,63a712cf-631f-4edc-937e-0e51365b0b52,FCIDUMP_L_16_Nf_5_U_3.5981_ms_2.63a712cf-631f-4edc-937e-0e51365b0b52,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_3.5981_ms_2.63a712cf-631f-4edc-937e-0e51365b0b52.gz,18:02.6,1,0.035031,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True
72,3072612,325160,2500465.914,773787.7095,1575.138313,2.083120922,1e-08,0.000270578,0.005631832,70,1,30.06720813,13.88634207,5821380,37.06319055,93,70,1242,6.412690586,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,5547bb48-fac6-4426-91ad-c4853ce421aa,d74d0c01-8507-445b-bec1-f02bafbbfaab,fcidump.17_ts_1over4a_noncan_0.2_new.d74d0c01-8507-445b-bec1-f02bafbbfaab,sftp://sftp.l3harris.com/gsee/fcidump.17_ts_1over4a_noncan_0.2_new.d74d0c01-8507-445b-bec1-f02bafbbfaab.gz,06:02.7,1,6654.898105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,25,9,20.0,5.196152423,60.7848,1.79905,0.5,0.75981,0.51962,13,1,4.0,3.376388603,81,6.008259415,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,5701d5dc-a1cb-4ea3-95cc-b051e6af73d6,ed72b6c5-cf46-45d0-b22a-05298a5fce99,FCIDUMP_L_16_Nf_4_U_3.5981_ms_2.ed72b6c5-cf46-45d0-b22a-05298a5fce99,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_3.5981_ms_2.ed72b6c5-cf46-45d0-b22a-05298a5fce99.gz,17:25.3,1,0.032099,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
74,1567316,89736,1221505.719,425372.8977,2128.520769,41.98204694,1e-08,0.000723391,0.041576902,64,1,26.56871312,12.30042805,2942423,23.74267383,22,64,684,10.03558253,f90280cc-c860-4ff1-a9ec-4841cec989f7,c_s_0,57830810-1133-4c19-9a19-30183dd86a9f,f895f408-4aa7-47e2-a903-c26b963b399e,fcidump.c_s_cc-pVTZ.f895f408-4aa7-47e2-a903-c26b963b399e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_s_cc-pVTZ.f895f408-4aa7-47e2-a903-c26b963b399e.gz,10:37.2,1,4151.121906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,5264,2224,4512.0,1052.94797,111.2120834,34.23645744,1.15e-08,0.013119274,0.373801657,14,1,7.451692816,2.71672862,8478,6.47798941,18,14,105,4.581526614,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,590c2f0b-964b-4d09-96ad-101a9be59cab,72343006-774e-4192-b481-fa840ed25573,fcidump.65_5_15_af_noncan_0.2_new.72343006-774e-4192-b481-fa840ed25573,sftp://sftp.l3harris.com/gsee/fcidump.65_5_15_af_noncan_0.2_new.72343006-774e-4192-b481-fa840ed25573.gz,28:35.2,1,9.968446,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
